          Site Type        , Used,Fixed,Prohibited,Available,Util% 
 CLB LUTs                  ,43298,    0,         0,    70560,61.36 
   LUT as Logic            ,38278,    0,         0,    70560,54.25 
   LUT as Memory           , 5020,    0,         0,    28800,17.43 
     LUT as Distributed RAM, 2396,    0,          ,         ,      
     LUT as Shift Register , 2624,    0,          ,         ,      
 CLB Registers             ,60652,    0,         0,   141120,42.98 
   Register as Flip Flop   ,60652,    0,         0,   141120,42.98 
   Register as Latch       ,    0,    0,         0,   141120, 0.00 
 CARRY8                    , 2396,    0,         0,     8820,27.17 
 F7 Muxes                  ,  180,    0,         0,    35280, 0.51 
 F8 Muxes                  ,    4,    0,         0,    17640, 0.02 
 F9 Muxes                  ,    0,    0,         0,     8820, 0.00 
 Total,Clock Enable,Synchronous,Asynchronous 
 0    ,           _,          -,           - 
 0    ,           _,          -,         Set 
 0    ,           _,          -,       Reset 
 0    ,           _,        Set,           - 
 0    ,           _,      Reset,           - 
 0    ,         Yes,          -,           - 
 238  ,         Yes,          -,         Set 
 8531 ,         Yes,          -,       Reset 
 1421 ,         Yes,        Set,           - 
 50462,         Yes,      Reset,           - 
                  Site Type                , Used,Fixed,Prohibited,Available,Util% 
 CLB                                       , 8577,    0,         0,     8820,97.24 
   CLBL                                    , 5081,    0,          ,         ,      
   CLBM                                    , 3496,    0,          ,         ,      
 LUT as Logic                              ,38278,    0,         0,    70560,54.25 
   using O5 output only                    , 1324,     ,          ,         ,      
   using O6 output only                    ,28173,     ,          ,         ,      
   using O5 and O6                         , 8781,     ,          ,         ,      
 LUT as Memory                             , 5020,    0,         0,    28800,17.43 
   LUT as Distributed RAM                  , 2396,    0,          ,         ,      
     using O5 output only                  ,    0,     ,          ,         ,      
     using O6 output only                  ,   24,     ,          ,         ,      
     using O5 and O6                       , 2372,     ,          ,         ,      
   LUT as Shift Register                   , 2624,    0,          ,         ,      
     using O5 output only                  ,    0,     ,          ,         ,      
     using O6 output only                  , 2160,     ,          ,         ,      
     using O5 and O6                       ,  464,     ,          ,         ,      
 CLB Registers                             ,60652,    0,         0,   141120,42.98 
   Register driven from within the CLB     ,36497,     ,          ,         ,      
   Register driven from outside the CLB    ,24155,     ,          ,         ,      
     LUT in front of the register is unused,16884,     ,          ,         ,      
     LUT in front of the register is used  , 7271,     ,          ,         ,      
 Unique Control Sets                       , 2559,     ,         0,    17640,14.51 
     Site Type    ,Used,Fixed,Prohibited,Available,Util% 
 Block RAM Tile   ,  13,    0,         0,      216, 6.02 
   RAMB36/FIFO*   ,  13,    0,         0,      216, 6.02 
     RAMB36E2 only,  13,     ,          ,         ,      
   RAMB18         ,   0,    0,         0,      432, 0.00 
    Site Type  ,Used,Fixed,Prohibited,Available,Util% 
 DSPs          ,  64,    0,         0,      360,17.78 
